,image,relevant,words,OCR_score
69,0fdcf798e38df01a52ac0ad5947f4222a64859e4,1,"[['impostor', 'vwonq n2', 'among us'], [0.9841533303260803, 0.7427158951759338, 0.9169769287109375]]",0.9841533303260803
3,a278812a832f24a822e2602b91a7b1f5749926cb,1,"[['impostor'], [0.9747896194458008]]",0.9747896194458008
112,50ee88a14ce541ad6f3e07e2a9534f4f57896dbc,1,"[['impostor'], [0.9747896194458008]]",0.9747896194458008
387,304a52cba431f97dba26cac253f3fc8f5200efd6,1,"[['impostor'], [0.9728802442550659]]",0.9728802442550659
386,6df9b0e921a8e9fe7f5ab52e75b22bf72f71173d,1,"[['impostor'], [0.9661396145820618]]",0.9661396145820618
147,062c2b337a37efde2e0f4de2f1909740aa84fa69,1,"[['amonic', 'among us', 'amonguamong', 'amongus', 'happy birthdp', 'imposto', 'happy birthoay', 'aimongus', 'among', 'happy brthoay', 'trust one', '1', 'sh', 'impostor', 'you look', 'sus ', 'day', 'you', 'you', 'happ', 'logk', 'look', 'sus', 'you look', 'impostor', 'sus', 'trust me'], [0.7842296957969666, 0.8294793367385864, 0.8037731647491455, 0.8743141889572144, 0.7971184849739075, 0.9931405782699585, 0.8984714150428772, 0.8308857679367065, 0.8897444009780884, 0.9153584241867065, 0.9328441619873047, 0.5102518796920776, 0.9485010504722595, 0.8594992160797119, 0.8493617177009583, 0.8934609293937683, 0.8453653454780579, 0.8993386626243591, 0.9786927700042725, 0.9911012649536133, 0.799498438835144, 0.7573876976966858, 0.5792955756187439, 0.8636500835418701, 0.9648662805557251, 0.6047714352607727, 0.953029453754425]]",0.9648662805557251
78,475772f7217ec2e57de301abfd3cff872bd20a0a,1,"[['vwona n2', 'among us', 'impostor'], [0.7509503960609436, 0.9397555589675903, 0.9586484432220459]]",0.9586484432220459
410,e66594065219b9e8d23862a199f2b95395452012,1,"[['impostor'], [0.9542417526245117]]",0.9542417526245117
324,1a222c3692a95dcf10edfc12a68ca4dcd47efd04,1,"[['kinda sus', 'among', 'us', 'crewmat'], [0.9374873042106628, 0.9888141751289368, 0.8933492302894592, 0.8905346989631653]]",0.941081702709198
24,964f6286af44044b456938af6107e15ff184a23e,1,"[['vwoud n2', 'among us', 'impostor'], [0.8534005880355835, 0.999035656452179, 0.9236944913864136]]",0.9236944913864136
179,963282e5b78d2e01a86b5a4fa5dbd549fdb962c2,1,"[['vwoud n2', 'among us', 'impostor'], [0.7352315187454224, 0.9958800673484802, 0.9204766750335693]]",0.9204766750335693
428,2777d00eda4f0f252098a2a22aa1f83924852fe0,1,"[['impostor'], [0.9123769998550415]]",0.9123769998550415
451,2c64ca51b53c48fcaf8630d927dc53a4a74a14bf,1,"[['impostor', 'here s', '4ong'], [0.9069020748138428, 0.9758288264274597, 0.8163861632347107]]",0.9069020748138428
51,8a47b0c60e13633e8a78299cd14673ac19e9da96,1,"[['vwonc n2', 'among us', 'impostor'], [0.7042834758758545, 0.9662728905677795, 0.9025444984436035]]",0.9025444984436035
431,d9021fa7a4809baeb6cadbfa7337f89fb8fa2000,1,"[['impostor'], [0.892500638961792]]",0.892500638961792
240,e46c925b136e654ea2bd2b12f53f01752d2a12a9,1,"[['impostor', 'amongus'], [0.8876385688781738, 0.9692449569702148]]",0.8876385688781738
178,59835912786283e3766df569a4addadc8e6e9a3e,1,"[['vwoud n2', 'among us', 'impostor'], [0.8349958658218384, 0.9778190851211548, 0.8860375285148621]]",0.8860375285148621
205,f79394f240fce0da7bc01f6cdeaaca2b46ada8fe,1,"[['vwoud n2', 'among us', 'impostor'], [0.7922147512435913, 0.9941704273223877, 0.8727328777313232]]",0.8727328777313232
320,d061d50c5c41c611985c34c527bfaeda380a9278,1,"[['you', 'look', 'ergen', 'heettm', 'this is', 'bratswer', 'mpostor', '2', 'ag'], [0.9614572525024414, 0.9840156435966492, 0.9904681444168091, 0.7705299854278564, 0.9013158679008484, 0.7449281215667725, 0.99586421251297, 0.6273934245109558, 0.606163740158081]]",0.8713811859488487
68,43652e597d82e50337e905c1246a8083b942a5aa,1,"[['echeck', 'that s ', 'kin', 'sus', 'tho', '3us', 'simp', 'sabota', 'sus', 'peek a ', 'tt', '3to na meha', 'imposter', '40', 'uquh', 'ahaha', 'bruh ', 'vile'], [0.9724559783935547, 0.8885904550552368, 0.844313383102417, 0.9132525324821472, 0.9984340667724609, 0.6116713881492615, 0.9558842182159424, 0.9991686940193176, 0.7279428839683533, 0.9854541420936584, 0.6910581588745117, 0.6726534366607666, 0.9947267770767212, 0.820171058177948, 0.6359214782714844, 0.881542980670929, 0.9839083552360535, 0.742962121963501]]",0.870385929942131
412,8c378d8eed756cf242d2c00a8084cc387ed19606,1,"[['mpostor', 'tmpostor', 'among us', 'ongus', '13 colour', 'tmpostor', 'r', 'amongus'], [0.9932589530944824, 0.990757405757904, 0.979527473449707, 0.9855294227600098, 0.9990127086639404, 0.9814091920852661, 0.6621177196502686, 0.9291588664054871]]",0.8691015839576721
107,0d88b1376acd2c9b69ad3a509d811cac4272434e,1,"[['c', 'ukinda', 'suss', 'sus', 'mp', 'who did ', 'imposto', 'in', 'ng', 'hongus', 'usm', 'imposto', ' esurersus', 'impostor', 'mong us', 'who', 'mpasta', 'vote', 'amongus', 'is theimpos', ' '], [0.5271927118301392, 0.9906842112541199, 0.562061071395874, 0.6150965094566345, 0.9120618104934692, 0.898546576499939, 0.9846682548522949, 0.8410701155662537, 0.9949958324432373, 0.8943521976470947, 0.6968395113945007, 0.9727980494499207, 0.862575352191925, 0.7890344858169556, 0.9210759401321411, 0.99552321434021, 0.9981110692024231, 0.9949743747711182, 0.879231333732605, 0.9645891189575195, 0.6019893884658813]]",0.8615847229957581
188,d8bb3e29154e01f88b5f3a9217973939d8e7d18b,1,"[['among us', 'smong', 'amon', 'trust no one', 'mpostor'], [0.8752293586730957, 0.9706777334213257, 0.9635219573974609, 0.9753710627555847, 0.9243173003196716]]",0.8087776377797127
87,91afd7616eaf48d9bb90b6356d47d258f042f387,1,"[['impostors'], [0.916009247303009]]",0.8015080913901329
460,9a6791a009f973e38fccd9ed56711a79a95ba6d8,1,"[['impastor'], [0.8927887082099915]]",0.7811901196837425
463,d0a8cf4cd898ba8c4bc1435a08b0f7f702860b0f,1,"[['impostors'], [0.8404987454414368]]",0.7354364022612572
452,777f9539646b03a257753ec475c9d2793b0c86ab,1,"[['impostors'], [0.8404987454414368]]",0.7354364022612572
26,0694f3ec53e00b1008a662c41db3a5d27025187d,1,"[['vwouc n2', 'among us', '0'], [0.649809718132019, 0.9966436624526978, 0.9635790586471558]]",0.7350835204124451
34,b25a715b2840d6a727f2473a31caabe2e4c3903b,1,"[['vwoud n2', 'among us', '0'], [0.7751519083976746, 0.9987661242485046, 0.9529837369918823]]",0.7319061979651451
75,85eeaa788e97de2b59f604fd1b84e1259761702a,1,"[['2 with filter pocket', '1 with adjustment buckle', ' change size ', '3', 'mong us', 'ieng us', 'amongus', 'crewmate', 'ngng us'], [0.9753055572509766, 0.9638323783874512, 0.9855597019195557, 0.9844105243682861, 0.9222484827041626, 0.8254331946372986, 0.995123565196991, 0.9907939434051514, 0.5772446990013123]]",0.7149971276521683
322,d206e27bb49c06eea11488db64a794e4a90db0c1,1,"[['sus', 'new fnends', 'imposti', 'thatsounds', 'kindasus', 'te', 'poo', 'emergency', 'meeting', 'amongus', 'nor', 'ge', 'ivam', 'treat ', 'nka', 'him', 'that s', 'little baby ma', 'kinda', 'sus'], [0.7944920063018799, 0.9545687437057495, 0.9200646281242371, 0.9967490434646606, 0.997875452041626, 0.9520599842071533, 0.755129337310791, 0.9935031533241272, 0.994653046131134, 0.9540120363235474, 0.5535016655921936, 0.9949270486831665, 0.8211053609848022, 0.9999439120292664, 0.7832395434379578, 0.9951941967010498, 0.9429675936698914, 0.9538325071334839, 0.998714804649353, 0.9331040978431702]]",0.6900484710931778
129,ceea827880bd62a39957bed61873e7ecd8893204,1,"[['mpostortmposto', 'mpoz', 'stoi', 'mpo', 'stol', 'mpo', 'sta', 'ssepppp', 'amongus', 'pimong', 'us', 'look', 'su5', 'look', 'you', '40u', '40u', 'look', 'look', 'look', 'sus', 'sus', 'sus', '4ou', 'you', '40u', 'look', ' ', 'look', 'look', 'sus', 'hou', '40u', 'sus', 'sus', 'dok', '4ou', 'look', 'look'], [0.9114395380020142, 0.8089314103126526, 0.9055018424987793, 0.8171510100364685, 0.8837876319885254, 0.7776252627372742, 0.7568185925483704, 0.5429827570915222, 0.9231657385826111, 0.7151374220848083, 0.9816321730613708, 0.9708402156829834, 0.5422266721725464, 0.8877508640289307, 0.5915272831916809, 0.6245067715644836, 0.5512427687644958, 0.9924586415290833, 0.9809859395027161, 0.9891847372055054, 0.5470591187477112, 0.6105504035949707, 0.657954216003418, 0.5593867301940918, 0.6605973839759827, 0.7730212211608887, 0.9343367218971252, 0.8720184564590454, 0.9942550659179688, 0.9872863292694092, 0.7317647933959961, 0.7269291281700134, 0.7594882845878601, 0.5894936919212341, 0.5376754403114319, 0.5784786343574524, 0.7294582724571228, 0.9906107783317566, 0.9865877032279968]]",0.6362885981798172
395,be4d2abbccf6ce04736e46dc1ca314a540f32f33,1,"[['crewmate', 'are', '2 impostors', 'amo'], [0.9962538480758667, 0.9989977478981018, 0.9919459819793701, 0.9969983100891113]]",0.6199662387371063
126,423aea7db9635fa406ddb7dd3cc864cec0d8dbd3,1,"[['omongus', 'amongus', 'amongus', 'littledreaus tolargeworldstore', 'among', 'h', 'amongus', 'sn 32wu', 'tlaugi', 'ttledreamsto'], [0.9011327028274536, 0.9453509449958801, 0.983403205871582, 0.8869052529335022, 0.999945342540741, 0.6243338584899902, 0.9834374189376831, 0.6495017409324646, 0.6784501075744629, 0.9397273063659668]]",0.6091047003865242
404,b67bc0c0403b35c1487c59fe17cebd61ac1178d6,1,"[['crewmate', 'are', '2 impostors', 'amo', 'e'], [0.9947015047073364, 0.9991650581359863, 0.9712307453155518, 0.997089684009552, 0.6119418740272522]]",0.6070192158222198
448,fc06cacb287cdea9a186109e792b1cc3b34c97ab,1,"[['am', 'us', 'jtvu'], [0.9816152453422546, 0.933575451374054, 0.6451382637023926]]",0.5984970927238464
321,c7a40481652e38221fdc8d4dc14521a21b89fa96,1,"[['i no', 'killer ', 'discuss ', 'crewo', 'me  ', 'stor', 'tem', 'ewmate', 'wa', 'scanned ', 'impasta', 'age'], [0.9975913166999817, 0.7983455061912537, 0.9680578708648682, 0.8900929689407349, 0.941686749458313, 0.9961313605308533, 0.6009798645973206, 0.9922432899475098, 0.987139880657196, 0.9730119705200195, 0.9275526404380798, 0.9575772285461426]]",0.5797204002737999
402,0a28a8aed9d8908a9a0801c0056e958961a0c6c5,1,"[['mpostok'], [0.7709682583808899]]",0.5782261937856674
241,4916f47b2b66953e52b284ca6dba6e4469a55bae,1,"[['100', 'sus   ', 'a', 'ostor', 'rmongus', 'you re', 'dumb'], [0.6860983967781067, 0.7963586449623108, 0.6636220216751099, 0.9148914217948914, 0.885788083076477, 0.9504148960113525, 0.9860605597496033]]",0.5718071386218071
382,34be6e784bf761a746a0b4c159186fab606c7cae,1,"[['imp ostor'], [0.644377589225769]]",0.5638303905725479
119,9d27c62d39220db582344c2a29aa156f0ae22873,1,"[['vwouc nz', 'among us', 'sm', 'igng'], [0.612628698348999, 0.9977630972862244, 0.7510937452316284, 0.6102464199066162]]",0.546517763286829
106,6566814898e6140bce7a3762eeebb4025b5da064,1,"[['vwomc nz', 'among us', 'mposof'], [0.5986998677253723, 0.9648197889328003, 0.8347488045692444]]",0.5217180028557777
98,1f677c2708856bb52f9180481ff7c0b038d4bbe5,1,"[['monl vo', 'amongu', 'among us', 'among', 'aong us', 's', 'among', 'amon', 'mong us', 'qng us among', 'mong us amon', 'among', 'aong us', 'among us', 'rinong', 'ngus', 'sabotage', 'monc'], [0.675524115562439, 0.8245195746421814, 0.8264917731285095, 0.8853927850723267, 0.7864512205123901, 0.7734650373458862, 0.9536213874816895, 0.9561671018600464, 0.9167255759239197, 0.8186916708946228, 0.8906456828117371, 0.9470251202583313, 0.8539553880691528, 0.8332687616348267, 0.7777342200279236, 0.8090858459472656, 0.998628556728363, 0.7806093692779541]]",0.48747383058071136
182,bd06ecbf6df132526bc8950275b03d27e96e7764,1,"[['ppr', 'amon', 'ssns', 'ng us', 'sn', 'suss', 'v6l', 'report', 'ou re', 'that s', 'inda', 's', 'cei', 'is', 'su', 'a', 'sus', 'im', 'i'], [0.5036435127258301, 0.89932781457901, 0.8127430081367493, 0.9129231572151184, 0.716663122177124, 0.8078866004943848, 0.9464538097381592, 0.9948351979255676, 0.9487293362617493, 0.9545783996582031, 0.9915857911109924, 0.5720120668411255, 0.8758144974708557, 0.8914288878440857, 0.5459393262863159, 0.5609521269798279, 0.6690747737884521, 0.9714398384094238, 0.6314902901649475]]",0.4280177056789398
219,a25f9ca43101a95e2e1162a85bef5cc8272be1fa,0,"[['imr', 'crew', 'impo ', 'sau', 'en', 'tny', 'stnoc'], [0.8676847815513611, 0.787630021572113, 0.7522333264350891, 0.515415608882904, 0.9767677783966064, 0.6577072143554688, 0.9401367902755737]]",0.37611666321754456
389,e0b4c7fddb603d83a380b743bc10f12edfb18003,0,"[['sorry', 'no', 'not', 'photos', 'please', 'sorry', 'chuck life'], [0.9979180097579956, 0.9901152849197388, 0.9867536425590515, 0.9989809393882751, 0.9981591105461121, 0.996756911277771, 0.9571544528007507]]",0.3746178522706032
424,b8019c2cad1fb1584afefcb65b65b912725e011e,1,"[['sus   ', 'tor', 'amongus', 'you re', 'dumb'], [0.8812926411628723, 0.9970281720161438, 0.9462448358535767, 0.9746338725090027, 0.8866350054740906]]",0.3738855645060539
46,d051f68e17b33942c7c6984228c68d99c83b8439,0,"[['mystery', 'box'], [0.9885855317115784, 0.9988314509391785]]",0.3707195743918419
47,8f9b4aae8bab89538677a5c6f1290d89eaa8f5f2,1,"[['vwoud n2', 'among us', 'mp o stof'], [0.6646512746810913, 0.9356739521026611, 0.7405288219451904]]",0.3702644109725952
413,8fc1d09c376fc80d7fd3ab840d70d001e5d22cdc,1,"[['shu', 'apmong us'], [0.9938931465148926, 0.8950151801109314]]",0.354170311242342
421,588fbfc391a6644ba71888d68246af0a38ddff66,1,"[['present', 'rsloth', 'amongus', 'polus'], [0.9907363057136536, 0.967391312122345, 0.8748693466186523, 0.9895904660224915]]",0.34958621487021446
6,533a514c8c422f93173db706aeb8a2e87603e575,1,"[['among us', 'among', 'amonc us', 'you', 'you', 'look', 'lggk', 'sus', 'mb', 'trust'], [0.857915997505188, 0.858435332775116, 0.8058316111564636, 0.9600656032562256, 0.9643482565879822, 0.7243355512619019, 0.8491673469543457, 0.7288020253181458, 0.9528411626815796, 0.9955734014511108]]",0.3311057277023792
325,a0a10018827f0156be2eca6e2b122eaaabf22a3e,1,"[['imong'], [0.8793975710868835]]",0.32977408915758133
447,7643759f30a2445e8084ecf848628b8ae7d81a92,0,"[['anytime', 'oo cotton', 'taton', 'me'], [0.9978951215744019, 0.9645626544952393, 0.6412681341171265, 0.9968234300613403]]",0.3071421682834625
252,fce359f1d829b4d6268d115555f542008482aef5,0,"[['happy', 'birthday', 'h', 'happy', 'a', 'p', 'p', 'birthday', 'r', '0', 'h', 'you', 'you', 'look', 'logk', 'sus', 'sus', 'you', 'you', 'lgok', 'lgok', 'sus', 'sus', 'trust me', 'trust me', 'you', 'you', 'logk', 'look', 'sus', 'mi', 'sus', 'trust', 'trust', 'happy', 'birthday'], [0.9934690594673157, 0.9578040242195129, 0.8118187189102173, 0.9930300712585449, 0.9956716299057007, 0.730657696723938, 0.9606690406799316, 0.9502438306808472, 0.9900392889976501, 0.9172500967979431, 0.9893173575401306, 0.9806904792785645, 0.965111255645752, 0.8434423208236694, 0.7919849753379822, 0.7280648350715637, 0.6266612410545349, 0.9079644680023193, 0.93548583984375, 0.8371349573135376, 0.8388103246688843, 0.5747455954551697, 0.5815266966819763, 0.9118630886077881, 0.9601726531982422, 0.9627739787101746, 0.9404417872428894, 0.8165336847305298, 0.8415117859840393, 0.6296973824501038, 0.5854455828666687, 0.6396366953849792, 0.996907114982605, 0.9823368787765503, 0.997374415397644, 0.9541343450546265]]",0.28500933945178986
246,9ad7b8eb219946276feebc36de05e77c2d662974,0,"[['6pcs', 'chonging', 'foce', 'face chenging', 'chenging', 'fecp', 'chenging', 'chonging', 'fase', 'foto'], [0.9992094039916992, 0.9522918462753296, 0.8764308094978333, 0.8942075371742249, 0.9486252069473267, 0.6926031708717346, 0.9088495373725891, 0.8838173747062683, 0.7279085516929626, 0.5565766096115112]]",0.2498023509979248
384,9c9c90fa61f942efa49dd2004aaae43d5badb122,0,"[['singoalong', 'don t', 'talkto', 'trangers', 'let s run away from', 'ourproblems', 'safety education', 'life', 'skills', 'sere', 'timmy', 'caring for your', 'has a visitor', 'emon', 'acttiesfor choren', 'cat', 'let s', 'devil smusie', 'summon', 'sing alongi', 'demons', 'pets responsibilities'], [0.9523758888244629, 0.9484105110168457, 0.8835356831550598, 0.9936695098876953, 0.9401793479919434, 0.9859591126441956, 0.9752680659294128, 0.996065080165863, 0.9855654239654541, 0.814860463142395, 0.9973392486572266, 0.962948203086853, 0.8982986211776733, 0.9987894296646118, 0.7602089643478394, 0.9897692799568176, 0.9757444262504578, 0.9315261244773865, 0.9962306022644043, 0.8848691582679749, 0.9956393241882324, 0.9550115466117859]]",0.24969735741615295
430,2acbc58203e6d496e54c45890d5b0ff74d7af828,0,"[['hakuna', 'matata', 'kk'], [0.9994682669639587, 0.9985893368721008, 0.9925178289413452]]",0.2496473342180252
48,e3e727f9bb5c637a83b1134eba0fcd4c233e504b,0,"[['fast', '12pcs', 'shipping'], [0.9981917142868042, 0.9927266836166382, 0.9986972212791443]]",0.24954792857170105
54,7e84619cccd03896837411b0fab22e52d583dfe2,0,"[['pop', 'pop', 'sensory toys'], [0.9967551231384277, 0.9874260425567627, 0.9734525084495544]]",0.24918878078460693
405,27892264f6744b357ae7bcba3dbf2e3beb05c29a,1,"[['i mvery good', 'at the hit game', 'among us', 'ifyou don tlikeit', 'leave', 'ilove my wife sheis never', 'sus', 'which is a reference to the hit game', 'amongus', 'aiak002 270821store'], [0.94119793176651, 0.936653733253479, 0.9419116973876953, 0.9559805393218994, 0.9981926679611206, 0.9413354396820068, 0.9393863081932068, 0.9322216510772705, 0.9965163469314575, 0.9737657308578491]]",0.24912908673286438
433,296854874c8894193baaf9cbeae40d9826a02bf6,0,"[['fishing', 'for', 'trouble', 'surf son', 'dinosaur expert'], [0.9790245890617371, 0.9956991076469421, 0.990321934223175, 0.9680812954902649, 0.9700075387954712]]",0.24892477691173553
171,74e3a541a1865af479a509cf5e795d7405417303,1,"[['vwonq n2', 'among us', 'amongus'], [0.7622641324996948, 0.9710108041763306, 0.9927746057510376]]",0.2481936514377594
238,cabc09cf56ac89c80591db96780dda374d07f42c,1,"[['vwonq n2', 'among us', 'amongus'], [0.7622641324996948, 0.9710108041763306, 0.9927746057510376]]",0.2481936514377594
80,721e5e6da80f2bea29ff0806709cc919cb3c910f,1,"[['vwonq n2', 'among us', 'amongus'], [0.7622641324996948, 0.9710108041763306, 0.9927746057510376]]",0.2481936514377594
244,5ac72c9910aa1b2198911cb09a58705c0b3cb07d,0,"[['j', 'tiktok', 'tiktok', 'tiktok', 'tuktok'], [0.7902573347091675, 0.9817394614219666, 0.9883920550346375, 0.9772033095359802, 0.7978801131248474]]",0.24709801375865936
208,7a2969c0b5642234e69f558eb77738ac0a93e382,1,"[['s', 'xvamaat', 'rimong us', 'vote', 'mcrc', 'definitelu', 'not me '], [0.6423331499099731, 0.5555363297462463, 0.9113073348999023, 0.9868921041488647, 0.507993757724762, 0.9590673446655273, 0.9673448801040649]]",0.2467230260372162
436,5f6be8731c35120802d14d86e234ae326d532da8,0,"[['sorry', 'not', 'sorry'], [0.99749755859375, 0.9855239987373352, 0.9968957901000977]]",0.2463809996843338
415,7f147ce8766f37719ca878d6a2c46c0cccdce152,0,"[['st', 'emergenc', 'fea', 'meeting', 'cto', 'piscuss '], [0.7068898677825928, 0.9503990411758423, 0.9783677458763123, 0.9874790906906128, 0.9848549365997314, 0.8804070949554443]]",0.24621373414993286
181,38efe38e917b7496c4b418818a4b83e33569de81,1,"[['us', 'among'], [0.7121882438659668, 0.9812896847724915]]",0.24532242119312286
378,e5680a668d1dde847897a26235dce9095d081e43,0,"[['2pcs lot'], [0.9803323149681091]]",0.24508307874202728
333,87f6c0b58c02cdd9811292cbd297839f4631a5f0,0,"[['tiktok', 'tiktok', 'tiktok'], [0.9686955809593201, 0.9645478129386902, 0.9756746888160706]]",0.24391867220401764
398,2cb041728ec9d172bf6655e7651d4fe4bf5fd5b7,0,"[['skip vote', 'sus', 'ange', 'kinda', 'sus', 'wantyou'], [0.8956200480461121, 0.8425347805023193, 0.9931328296661377, 0.9953311681747437, 0.9276916980743408, 0.9219014048576355]]",0.24037785828113556
65,246203d24b87f8671ec7c21365e811fcd425c42d,1,"[['rmongus', 'amongus', 'shhh ', 'rmongu', 'amongus'], [0.929949164390564, 0.9510308504104614, 0.9831622838973999, 0.9139837622642517, 0.9424087405204773]]",0.23775771260261536
235,96715c5a94e42f3dd08302802d68f451c7aee27b,0,"[['i d skip vot', 'time', 'spooky', '   sus', 'swmate', 'ire', 'okay', 'little baby manilittle babyii', 'ic'], [0.8917121291160583, 0.787389874458313, 0.9490930438041687, 0.8782992362976074, 0.9411406517028809, 0.7649221420288086, 0.9921633005142212, 0.920555591583252, 0.7737016677856445]]",0.23727326095104218
446,cfaccfa730fca29e0df6f2e18b74735951d18428,0,"[[' ', 'taoheihei', 'idk bro', 'you kinda sus '], [0.7612440586090088, 0.8921854496002197, 0.9487249255180359, 0.9288316965103149]]",0.23718123137950897
81,e9632ccb78abdde9e0719db98bd7e97b58ad3f19,1,"[['happy holidaysfrom innersloth ', 'rmongus'], [0.9544892907142639, 0.9420509338378906]]",0.23551273345947266
221,49d3d3166e5004d15d274b24d34a42e680d09829,0,"[['i wantyou'], [0.9405112862586975]]",0.23512782156467438
316,c1ee4b080b43adc419b18cb0584ee2e586827dde,0,"[['around', 'insoda'], [0.9901747703552246, 0.9396398663520813]]",0.23490996658802032
455,3910618b165634d36452bd8d32a6c792ee728150,1,"[['innerslothpresents', 'amongus'], [0.9970431923866272, 0.930327296257019]]",0.23258182406425476
442,8fc7ec540f9d5816b609b8f775c404dd7efc3544,0,"[['nos'], [0.9285125732421875]]",0.23212814331054688
